HMT-001_16S006294	165694
HMT-001_16S006306	165694
HMT-001_16S006307	165694
HMT-001_16S006321	165694
HMT-001_16S006388	165694
HMT-002_16S006419	712237
HMT-003_16S006331	658225
HMT-003_16S006333	658225
HMT-003_16S006334	658225
HMT-003_16S006598	658225
HMT-004_16S006599	712605
HMT-005_16S003220	28090
HMT-005_16S003221	28090
HMT-005_16S003225	28090
HMT-005_16S003231	28090
HMT-005_16S003247	28090
HMT-005_16S003251	28090
HMT-005_16S003255	28090
HMT-005_16S003259	28090
HMT-005_16S003261	28090
HMT-005_16S003268	28090
HMT-005_16S003273	28090
HMT-005_16S003274	28090
HMT-005_16S003288	28090
HMT-005_16S003291	28090
HMT-005_16S003293	28090
HMT-005_16S003294	28090
HMT-005_16S005375	28090
HMT-005_16S006451	28090
HMT-006_16S006340	2282397
HMT-007_16S006342	60454
HMT-007_16S006405	60454
HMT-008_16S006251	86333
HMT-010_16S003007	40216
HMT-010_16S003199	40216
HMT-010_16S003217	40216
HMT-010_16S003222	40216
HMT-010_16S003232	40216
HMT-010_16S003254	40216
HMT-010_16S003272	40216
HMT-010_16S003280	40216
HMT-010_16S003283	40216
HMT-010_16S003287	40216
HMT-010_16S003297	40216
HMT-010_16S003298	40216
HMT-010_16S003301	40216
HMT-010_16S003311	40216
HMT-010_16S003325	40216
HMT-010_16S003364	40216
HMT-010_16S003385	40216
HMT-010_16S003403	40216
HMT-010_16S003414	40216
HMT-010_16S003438	40216
HMT-010_16S003439	40216
HMT-010_16S003444	40216
HMT-011_16S004771	712272
HMT-012_16S004790	712319
HMT-012_16S006529	712319
HMT-012_16S006530	712319
HMT-013_16S002796	267212
HMT-013_16S002988	267212
HMT-013_16S004775	267212
HMT-013_16S004779	267212
HMT-013_16S004795	267212
HMT-014_16S002949	1107316
HMT-014_16S004782	1107316
HMT-017_16S004223	54007
HMT-017_16S004254	54007
HMT-017_16S004331	54007
HMT-017_16S004383	54007
HMT-017_16S004404	54007
HMT-017_16S006120	54007
HMT-017_16S006572	54007
HMT-017_16S006574	54007
HMT-017_16S006575	54007
HMT-018_16S006539	712400
HMT-019_16S004819	38284
HMT-019_16S004830	38284
HMT-019_16S004840	38284
HMT-019_16S004849	38284
HMT-019_16S004903	38284
HMT-019_16S004921	38284
HMT-019_16S004927	38284
HMT-019_16S004937	38284
HMT-019_16S004955	38284
HMT-019_16S004956	38284
HMT-019_16S004960	38284
HMT-019_16S004963	38284
HMT-019_16S004984	38284
HMT-019_16S004991	38284
HMT-019_16S005026	38284
HMT-019_16S005038	38284
HMT-019_16S005064	38284
HMT-019_16S005070	38284
HMT-019_16S005072	38284
HMT-019_16S005073	38284
HMT-019_16S005115	38284
HMT-019_16S005178	38284
HMT-019_16S005200	38284
HMT-019_16S005230	38284
HMT-019_16S005237	38284
HMT-019_16S005240	38284
HMT-019_16S005244	38284
HMT-019_16S005277	38284
HMT-019_16S005282	38284
HMT-019_16S005297	38284
HMT-019_16S005315	38284
HMT-019_16S005318	38284
HMT-019_16S005324	38284
HMT-019_16S005850	38284
HMT-019_16S006682	38284
HMT-019_16S006683	38284
HMT-020_16S002603	712401
HMT-020_16S006528	712401
HMT-020_16S006706	712401
HMT-021_16S001751	1343
HMT-021_16S001752	1343
HMT-021_16S001784	1343
HMT-021_16S001861	1343
HMT-021_16S001947	1343
HMT-021_16S002138	1343
HMT-022_16S003905	47671
HMT-022_16S003937	47671
HMT-022_16S003939	47671
HMT-022_16S005744	47671
HMT-022_16S005751	47671
HMT-023_16S003497	80866
HMT-023_16S003512	80866
HMT-023_16S003565	80866
HMT-023_16S003576	80866
HMT-023_16S003593	80866
HMT-023_16S003617	80866
HMT-023_16S003637	80866
HMT-023_16S003768	80866
HMT-023_16S003991	80866
HMT-023_16S004115	80866
HMT-023_16S005623	80866
HMT-024_16S003667	215580
HMT-024_16S003891	215580
HMT-024_16S003941	215580
HMT-024_16S004039	215580
HMT-024_16S004359	215580
HMT-025_16S004406	712353
HMT-026_16S005759	376175
HMT-027_16S003449	82541
HMT-027_16S003618	82541
HMT-027_16S003662	82541
HMT-027_16S003683	82541
HMT-027_16S003700	82541
HMT-027_16S003727	82541
HMT-027_16S003788	82541
HMT-027_16S003887	82541
HMT-027_16S003927	82541
HMT-027_16S003998	82541
HMT-027_16S004008	82541
HMT-027_16S005763	82541
HMT-028_16S002274	1735038
HMT-028_16S004662	1735038
HMT-029_16S001421	69710
HMT-029_16S001436	69710
HMT-029_16S001456	69710
HMT-029_16S001458	69710
HMT-029_16S001495	69710
HMT-029_16S004745	69710
HMT-029_16S005991	69710
HMT-030_16S005102	38286
HMT-030_16S005143	38286
HMT-030_16S005214	38286
HMT-030_16S005349	38286
HMT-030_16S005361	38286
HMT-030_16S005415	38286
HMT-030_16S005446	38286
HMT-030_16S005449	38286
HMT-030_16S006270	38286
HMT-031_16S004446	43765
HMT-031_16S004631	43765
HMT-031_16S004665	43765
HMT-031_16S004724	43765
HMT-031_16S004740	43765
HMT-031_16S004750	43765
HMT-031_16S004756	43765
HMT-031_16S004761	43765
HMT-031_16S004763	43765
HMT-031_16S004764	43765
HMT-031_16S004769	43765
HMT-031_16S004776	43765
HMT-031_16S004780	43765
HMT-031_16S004793	43765
HMT-031_16S004810	43765
HMT-031_16S005001	43765
HMT-031_16S005858	43765
HMT-031_16S006494	43765
HMT-031_16S006629	43765
HMT-032_16S005445	712508
HMT-033_16S005300	163202
HMT-033_16S005329	163202
HMT-033_16S005853	163202
HMT-034_16S005020	169292
HMT-034_16S005378	169292
HMT-034_16S005390	169292
HMT-034_16S005408	169292
HMT-034_16S005424	169292
HMT-034_16S005431	169292
HMT-034_16S006649	169292
HMT-034_16S006652	169292
HMT-035_16S002752	736
HMT-035_16S002808	736
HMT-035_16S002827	736
HMT-035_16S004901	736
HMT-036_16S000139	712310
HMT-036_16S002587	712310
HMT-036_16S002631	712310
HMT-036_16S002887	712310
HMT-036_16S002895	712310
HMT-036_16S002923	712310
HMT-036_16S002925	712310
HMT-036_16S002980	712310
HMT-036_16S003046	712310
HMT-036_16S003080	712310
HMT-036_16S004833	712310
HMT-036_16S004856	712310
HMT-036_16S006693	712310
HMT-036_16S006712	712310
HMT-037_16S001906	83617
HMT-037_16S002209	83617
HMT-037_16S004611	83617
HMT-038_16S005462	133926
HMT-038_16S006252	133926
HMT-039_16S005799	712185
HMT-040_16S004104	712259
HMT-041_16S000537	712258
HMT-041_16S000611	712258
HMT-041_16S003248	712258
HMT-042_16S004829	35519
HMT-042_16S004894	35519
HMT-042_16S006238	35519
HMT-043_16S000717	544580
HMT-043_16S000739	544580
HMT-043_16S000744	544580
HMT-043_16S000755	544580
HMT-043_16S000819	544580
HMT-044_16S006305	712200
HMT-045_16S001117	79880
HMT-045_16S001147	79880
HMT-045_16S001203	79880
HMT-045_16S001267	79880
HMT-045_16S001352	79880
HMT-045_16S001416	79880
HMT-045_16S004203	79880
HMT-045_16S004341	79880
HMT-046_16S000507	29391
HMT-046_16S000510	29391
HMT-046_16S000511	29391
HMT-046_16S000514	29391
HMT-046_16S000645	29391
HMT-046_16S003450	29391
HMT-047_16S004081	38289
HMT-047_16S004091	38289
HMT-047_16S004097	38289
HMT-047_16S004154	38289
HMT-047_16S004441	38289
HMT-047_16S004445	38289
HMT-047_16S004467	38289
HMT-047_16S004510	38289
HMT-047_16S004546	38289
HMT-047_16S004569	38289
HMT-047_16S004641	38289
HMT-047_16S005881	38289
HMT-047_16S006487	38289
HMT-047_16S006488	38289
HMT-047_16S006492	38289
HMT-048_16S001501	1174501
HMT-048_16S001581	1174501
HMT-048_16S004502	1174501
HMT-049_16S004608	161879
HMT-049_16S004612	161879
HMT-049_16S004695	161879
HMT-049_16S004698	161879
HMT-050_16S004826	38290
HMT-050_16S004958	38290
HMT-050_16S005125	38290
HMT-050_16S005846	38290
HMT-051_16S000065	1633
HMT-051_16S000068	1633
HMT-051_16S000070	1633
HMT-051_16S000075	1633
HMT-051_16S000080	1633
HMT-051_16S000081	1633
