HMT-748_16S000001	203
HMT-580_16S000002	200
HMT-151_16S000003	69823
HMT-684_16S000004	52226
HMT-580_16S000005	200
HMT-580_16S000006	200
HMT-580_16S000007	200
HMT-136_16S000008	713030
HMT-136_16S000009	713030
HMT-542_16S000010	1261
HMT-072_16S000011	43770
HMT-684_16S000012	52226
HMT-776_16S000013	206
HMT-989_16S000014	1895827
HMT-677_16S000015	28037
HMT-460_16S000016	2490855
HMT-718_16S000017	729
HMT-818_16S000018	1598
HMT-818_16S000019	1598
HMT-818_16S000020	1598
HMT-608_16S000021	1613
HMT-818_16S000022	1598
HMT-608_16S000023	1613
HMT-818_16S000024	1598
HMT-818_16S000025	1598
HMT-608_16S000026	1613
HMT-818_16S000027	1598
HMT-882_16S000028	47493
HMT-608_16S000029	1613
HMT-818_16S000030	1598
HMT-818_16S000031	1598
HMT-608_16S000032	1613
HMT-818_16S000033	1598
HMT-818_16S000034	1598
HMT-608_16S000035	1613
HMT-818_16S000036	1598
HMT-882_16S000037	47493
HMT-818_16S000038	1598
HMT-818_16S000039	1598
HMT-818_16S000040	1598
HMT-882_16S000041	47493
HMT-818_16S000042	1598
HMT-818_16S000043	1598
HMT-818_16S000044	1598
HMT-818_16S000045	1598
HMT-818_16S000046	1598
HMT-608_16S000047	1613
HMT-818_16S000048	1598
HMT-818_16S000049	1598
HMT-818_16S000050	1598
HMT-608_16S000051	1613
HMT-608_16S000052	1613
HMT-818_16S000053	1598
HMT-818_16S000054	1598
HMT-608_16S000055	1613
HMT-818_16S000056	1598
HMT-818_16S000057	1598
HMT-818_16S000058	1598
HMT-608_16S000059	1613
HMT-818_16S000060	1598
HMT-818_16S000061	1598
HMT-818_16S000062	1598
HMT-818_16S000063	1598
HMT-882_16S000064	47493
HMT-608_16S000065	1613
HMT-051_16S000066	1633
HMT-051_16S000067	1633
HMT-051_16S000068	1633
HMT-818_16S000069	1598
HMT-816_16S000070	181675
HMT-709_16S000071	1632
HMT-051_16S000072	1633
HMT-709_16S000073	1632
HMT-608_16S000074	1613
HMT-608_16S000075	1613
HMT-709_16S000076	1632
HMT-051_16S000077	1633
HMT-051_16S000078	1633
HMT-051_16S000079	1633
HMT-608_16S000080	1613
HMT-608_16S000081	1613
HMT-608_16S000082	1613
HMT-818_16S000083	1598
HMT-051_16S000084	1633
HMT-051_16S000085	1633
HMT-051_16S000086	1633
HMT-608_16S000087	1613
HMT-608_16S000088	1613
HMT-051_16S000089	1633
HMT-051_16S000090	1633
HMT-608_16S000091	1613
HMT-608_16S000092	1613
HMT-051_16S000093	1633
HMT-051_16S000094	1633
HMT-051_16S000095	1633
HMT-176_16S000096	1655
HMT-051_16S000097	1633
HMT-051_16S000098	1633
HMT-709_16S000099	1632
HMT-608_16S000100	1613
HMT-608_16S000101	1613
HMT-608_16S000102	1613
HMT-881_16S000103	1581
HMT-881_16S000104	1581
HMT-881_16S000105	1581
HMT-881_16S000106	1581
HMT-881_16S000107	1581
HMT-884_16S000108	481723
HMT-881_16S000109	1581
HMT-881_16S000110	1581
HMT-881_16S000111	1581
HMT-881_16S000112	1581
HMT-881_16S000113	1581
HMT-881_16S000114	1581
HMT-881_16S000115	1581
HMT-881_16S000116	1581
HMT-881_16S000117	1581
HMT-881_16S000118	1581
HMT-881_16S000119	1581
HMT-881_16S000120	1581
HMT-881_16S000121	1581
HMT-881_16S000122	1581
HMT-884_16S000123	481723
HMT-424_16S000124	481722
HMT-819_16S000125	33959
HMT-881_16S000126	1581
HMT-881_16S000127	1581
HMT-881_16S000128	1581
HMT-615_16S000129	1596
HMT-615_16S000130	1596
HMT-618_16S000131	52769
HMT-036_16S000132	712310
HMT-819_16S000133	33959
HMT-819_16S000134	33959
HMT-615_16S000135	1596
HMT-418_16S000136	390842
HMT-819_16S000137	33959
HMT-819_16S000138	33959
HMT-881_16S000139	1581
HMT-819_16S000140	33959
HMT-838_16S000141	147802
HMT-819_16S000142	33959
HMT-819_16S000143	33959
HMT-488_16S000144	713059
HMT-838_16S000145	147802
HMT-736_16S000146	39950
HMT-838_16S000147	147802
HMT-736_16S000148	39950
HMT-838_16S000149	147802
HMT-488_16S000150	713059
HMT-488_16S000151	713059
HMT-838_16S000152	147802
HMT-838_16S000153	147802
HMT-819_16S000154	33959
HMT-838_16S000155	147802
HMT-838_16S000156	147802
HMT-838_16S000157	147802
HMT-819_16S000158	33959
HMT-488_16S000159	713059
HMT-488_16S000160	713059
HMT-736_16S000161	39950
HMT-615_16S000162	1596
